
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.601679457
longitude : ,322936.0879408107
latitude : ,4164647.5967169846
longitude : ,322936.0950468968
